idstation;nom;adresse1;adresse2;commune;numdansarrondissement;nbbornettes;stationbonus;pole;ouverte;achevement;gid;code_insee;lon;lat
7036;Gryphe / Montesquieu;37, Rue Sébastien Gryphe;Angle Rue Montesquieu;Lyon 7e Arrondissement;65;25;;Lyon 7ème arrondissement;True;;13;69387;4.843786404691111;45.751911439328126
5009;Place Ennemond Fousseret;Quai Romain Rolland angle Quai de Bondy;Place Fousseret;Lyon 5e Arrondissement;9;16;;Vieux Lyon;True;;21;69385;4.8289833265225175;45.7646815056886
5029;Place Gerson;Place Gerson;A proximité du Quai Pierre Size;Lyon 5e Arrondissement;29;20;;Vieux Lyon;True;;26;69385;4.8270475070640995;45.767054455158416
5005;Saint-Paul;9, Place Saint-Paul; ;Lyon 5e Arrondissement;5;23;;Gare, coeur quartier, Vieux Lyon;True;;36;69385;4.827432122691038;45.766271737315904
4042;Grégory Coupet;79, Rue Philippe De Lassalle;;Lyon 4e Arrondissement;42;16;;Stade;True;;40;69384;4.820600046127589;45.781700106785266
2001;Bellecour / République;4, Place Le Viste;angle Rue de La République;Lyon 2e Arrondissement;1;18;;métro A D, site, commerces;True;;42;69382;4.834593821983846;45.757985099026186
9009;Berlioz / Chalinel;Face 31, Rue Albert Chalinel;Rue Hector Berlioz;Lyon 9e Arrondissement;;15;;berlioz;True;;4;69389;4.825419711524732;45.80116035624908
9032;Place du Port Mouton;Place du Port Mouton;Quai Arloing;Lyon 9e Arrondissement;32;18;; ;True;;6;69389;4.809560302964169;45.77382011796125
6011;Mairie du 6ème;58, Rue de Sèze;angle Rue Boileau;Lyon 6e Arrondissement;11;23;;Mairie du 6e;True;;39;69386;4.849496723784585;45.76840416839016
7023;Berthelot / Route de Vienne;Face 41, Route de Vienne;angle avenue Berthelot;Lyon 7e Arrondissement;23;15;;tram;True;;12;69387;4.850563755662176;45.74257950493406
7009;Jean Jaurès;175, Avenue Jean Jaurès;3, Rue Marie-Madeleine Fourcade;Lyon 7e Arrondissement;9;16;;métro B;True;Monté;34;69387;4.837508919917021;45.73751809736837
7046;Place de l'Ecole ;19, Rue de Saint-Cloud;Place de l'Ecole;Lyon 7e Arrondissement;46;28;;ENS Science ;True;;28;69387;4.827818249566896;45.73014381139959
24001;Ecully - Mairie;Place de la Libération;Face à la Rue Auguste Tramier;Écully;;12;;deplacee place liberation;True;;43;69081;4.778672916083735;45.775089070262204
3009;Musée Africain;Face 150, Cours Gambetta;;Lyon 3e Arrondissement;9;22;;Université Jean Moulin, musée africain, commerces;True;;44;69383;4.857925030063061;45.750253311923444
7007;Farge / Ayasse;117, Boulevard Yves Farge;Face Rue Commandant Ayasse;Lyon 7e Arrondissement;52;20;;Centre commercial, logements, itinéraire cyclable;True;;45;69387;4.827719155961223;45.73567388979864
10035;Boiron Granger;45, Rrue Pierre Baratin;Rue Réguillon;Villeurbanne;35;16;;stade, complexe sportif Boiron Granger;True;;46;69266;4.900479530365134;45.763158795707945
8023;Mermoz / Pinel;Avenue Jean Mermoz;Boulevard Pinel;Lyon 8e Arrondissement;;23;;Lyon 8ème arrondissement;True;;47;69388;4.887370912680191;45.73077185091554
4011;Place Joannès Ambre;Place Joannès Ambre;Angle grande rue de la Croix Rousse;Lyon 4e Arrondissement;11;20;;Théâtre, coeur quartier, hôpital;True;;48;69384;4.8328577220510205;45.78157551853793
16004;Vénissieux - Parilly;Place Jules Grandclément;;Vénissieux;;25;;Vénissieux;True;;51;69259;4.888535366263417;45.71971196477412
2015;République / Stella;1, Rue Stella;;Lyon 2e Arrondissement;15;27;;commerces, parking;True;;52;69382;4.836288972942045;45.7607097863305
28002;Fontaines S/S - Gambetta;Place des Rendez vous;;Fontaines-sur-Saône;;20;;;True;;53;69088;4.845700000188561;45.83540599978868
10039;Bouvier;Face 2, Rue du Professeur Emile Bouvier;Angle rue du 8 Mai 1945;Villeurbanne;39;16;;coeur quartier;True;;55;69266;4.89158095142912;45.77946431214808
5055;Buyer / Apollinaire;103, Avenue Barthélémy Buyer;;Lyon 5e Arrondissement;55;22;;Centre commercial;True;;56;69385;4.802759890344379;45.76201329437876
3058;Place du Lac;Place du Lac;face à la Poste;Lyon 3e Arrondissement;58;19;; ;True;;57;69383;4.853767893854473;45.75888562231748
9050;Allée de l'Europe;228, Avenue du Plateau;;Lyon 9e Arrondissement;50;12;;Commerces, poste, mairie, cpam, marché;True;;59;69389;4.794525308499564;45.7836371650721
7055;Servant / Jaboulay;30, Rue Renan;;Lyon 7e Arrondissement;55;16;;Métro B, future halte TER, coeur quartier, mairie;True;;62;69387;4.842050699349506;45.746766225864775
7057;Jaurès / Bollier;218, Avenue Jean Jaurès;;Lyon 7e Arrondissement;57;34;;ENS Lettres;True;;64;69387;4.835496760764204;45.73472549025215
10059;Anatole France / Zola;Face 145, Rue Anatole France;Angle Zola / France / Lherminier;Villeurbanne;59;13;;stade de la Viabert, Carrefour, iti. Cyclable;True;;65;69266;4.884292078824015;45.76884214158678
8007;Frères Lumière;Rue des Frères Lumières;angle rue Villon;Lyon 8e Arrondissement;7;15;;commerces;True;;66;69388;4.866432600909935;45.74501775564335
2035;Childebert / Rivière;2, Rue Marcel-Gabriel Rivière;Place de la République;Lyon 2e Arrondissement;35;23;;Commerces, hôtel Dieu, place, Parking;True;;69;69382;4.835798799934592;45.7598862786648
10120;Salengro / Descartes;39, Rue Roger Salengro;;Villeurbanne;120;15;;Maillage;True;;70;69266;4.871637165235601;45.776246381101856
6002;Porte des Enfants du Rhône;Place Général Leclerc;Le long des grilles côté ouest de la porte;Lyon 6e Arrondissement;2;40;;Parc de la Tête d'Or;True;;71;69386;4.844870726017666;45.777493295971205
9022;Masaryk / Saint-Cyr;5, Rue Masaryk;angle Rue Chinard / Rue de Saint-Cyr;Lyon 9e Arrondissement;22;13;;maillage;True;;58;69389;4.807120028097658;45.77862889892434
7056;Place Raspail;Place Raspail;Angle rue Basse Combalot;Lyon 7e Arrondissement;56;22;;Commerces, quartier, point nodal (Guillotière, 7e,;True;;37;69387;4.840732789966439;45.75576871406806
3082;Saxe / Moncey;Face 119, Avenue Maréchal de Saxe;;Lyon 3e Arrondissement;82;28;;Coeur de quartier, DDE;True;;61;69383;4.846118173435003;45.75756427401703
10117;La Perralière;166, Rue du 4 Août 1789;;Villeurbanne;117;22;;Centre de quartier, commerces;True;;63;69266;4.89235938590328;45.76456133242553
1036;Aveyron;160, Boulevard de la Croix Rousse;;Lyon 1er Arrondissement;36;17;;Ecole, renforcement 4022;True;;67;69381;4.8328150087604635;45.77437161577287
5004;Saint-Jean;2, Place Saint Jean;Angle rue Jean Carries;Lyon 5e Arrondissement;4;39;;funiculaire, coeur quartier, Vieux Lyon;True;;68;69385;4.82656505039726;45.760483743915145
8015;Jean XXIII;25, Rue Maryse Bastié;;Lyon 8e Arrondissement;15;16;;Tramway, habitations;True;;41;69388;4.874194270683882;45.740325929659285
7031;Jaurès / Gerland;45, Rue de Gerland;;Lyon 7e Arrondissement;31;20;;Complexe sportif Benjamin Delessert;True;;72;69387;4.840307388622858;45.73981323490712
10016;Place de la paix;10, Place de la Paix;;Villeurbanne;16;17;;Maillage, espace public, centre quartier;True;;73;69266;4.914669324044022;45.752073566601524
10011;Gratte-Ciel;174, Cours Emile Zola;Angle Rue Paul Verlaine;Villeurbanne;11;16;;métro A, itinéraire cyclable;True;;76;69266;4.880462252238262;45.76922743648424
16002;Vénissieux - Levy - Vienne;1, Avenue du Docteur Georges Lévy;;Vénissieux;;18;;Vénissieux;True;;77;69259;4.854801576235106;45.719398805835986
10046;Charmettes / Zola;25, Rue des Charmettes;Angle cours Emile Zola;Villeurbanne;46;23;;maillage, arrêt C3 ?;True;;50;69266;4.8673463095210945;45.770687044775286
7011;Berthelot / Garibaldi;111, Avenue Berthelot;Rue Garibaldi;Lyon 7e Arrondissement;11;15;;tram, itinéraires cyclables;True;;78;69387;4.847368882959854;45.743711813588014
1022;Place Tolozan;Place Tolozan;Angle nord-est de la place;Lyon 1er Arrondissement;22;36;;Opéra, Métro A, métro C, mairie centrale;True;;79;69381;4.837608436731077;45.76960058884276
3087;Part-Dieu / Garibaldi;4, Boulevard Eugène Deruelle;;Lyon 3e Arrondissement;87;20;;Centre Commercial, bureaux, renforcement 2-003;True;;80;69383;4.852427772345072;45.76275115701257
4003;Place Commandant Arnaud;Place Commandant Arnaud;angle rue Belfort;Lyon 4e Arrondissement;3;17;;coeur quartier;True;;81;69384;4.834707282451079;45.779725151984884
5047;Albéric Pont;2, Rue Docteur Albéric Pont;;Lyon 5e Arrondissement;47;16;;Gymnase, Terrain de sports, collège;True;;82;69385;4.804400988845408;45.75344434357743
10116;Blum / Faÿs;171, Rue Léon Blum;;Villeurbanne;116;16;;Square, commerces, lycée technique;True;;84;69266;4.905950974741405;45.760504000351276
3101;Patinoire Baraban;Face 52, Rue Baraban;;Lyon 3e Arrondissement;101;20;;Patinoire, activités;True;;85;69383;4.8685003507160705;45.762051668921295
7045;Parc des Berges;Face 40, Avenue Leclerc;;Lyon 7e Arrondissement;45;25;;Accès berges, parc, itinéraire cyclable;True;;86;69387;4.824487515709712;45.73774095870645
23001;Tassin - Tuileries;13 Promenade des Tuileries;;Tassin-la-Demi-Lune;;12;;Tassin-la-Demi-Lune;True;;87;69244;4.778610065670553;45.76325603261275
17002;Saint Fons - 4 chemins;Place des Quatre Chamins;Face au 47 Rue Charles Plasse;Saint-Fons;;11;;Saint-Fons;True;;89;69199;4.854861077558531;45.70844372904966
16001;Vénissieux - Place Romand;Place Ennemond Romand;;Vénissieux;;20;;Lyon 8ème arrondissement;True;;93;69259;4.858350997738893;45.72575472713175
3044;Quai Augagneur;Face 3, Quai Victor Augagneur;Entre Rue de Bonnel et Rue Rabelais;Lyon 3e Arrondissement;44;19;;maillage (habitat dense);True;;94;69383;4.841053430766212;45.76196513013284
4021;Tabareau;Rue Tabareau;angle Boulevard de la Croix-Rousse;Lyon 4e Arrondissement;21;10;;IUFM ;True;;97;69384;4.825159712198365;45.77408067055172
8006;Place du 8 mai 1945;Rue Professeur Beauvisage;Angle Rue Commandant Pégout;Lyon 8e Arrondissement;6;20;;coeur quartier, itinéraires cyclables;True;;100;69388;4.868166581349364;45.729766354618114
7017;Beauvoir / Marot;26, Rue Simone de Beauvoir;;Lyon 7e Arrondissement;;20;;Lyon 7ème arrondissement;True;;101;69387;4.834138444502875;45.73675724822
10030;Greuze;2, Rue Greuze;;Villeurbanne;30;18;;centre social;True;;210;69266;4.893844809557432;45.773849436808064
10006;Charpennes;Place Charles Hernu; ;Villeurbanne;6;46;;métro A B, tram, centre quartier, itinéraire cyclable;True;;83;69266;4.863151719936048;45.77022502886978
1021;Terreaux / Beaux Arts;8, Rue du Président Edouard Herriot;;Lyon 1er Arrondissement;21;11;;Palais des Beaux Arts;True;;99;69381;4.8342839059717155;45.767041004828314
9015;Saint-Cyr;51t, Rue de Saint-Cyr;;Lyon 9e Arrondissement;;30;;saint_cyr_rhin;True;;104;69389;4.8073467764867095;45.78283201986297
2040;Saint Antoine / Grenette;12, quai Saint Antoine;;Lyon 2e Arrondissement;;23;;;True;Monté;88;69382;4.832091940710831;45.763358386582404
10054;Stalingrad / Méliès;2, Rue Georges Méliès;;Villeurbanne;54;24;;centre de congrès, bureaux;True;;103;69266;4.859523051989239;45.77669671389965
2021;Rambaud / Ecole du Cinéma;15, Quai Rambaud;;Lyon 2e Arrondissement;;30;;Lyon 2ème arrondissement;True;;91;69382;4.817173608520145;45.74591657758103
8052;Clinique Monplaisir;2, Avenue des Frères Lumière;;Lyon 8e Arrondissement;52;16;;Clinique, renforcement 8001;True;;96;69388;4.860190851895354;45.747082607333176
5050;Théâtre Romain;6, Rue de l'Antiquaille;;Lyon 5e Arrondissement;50;12;;Théâtre antique, lycée;True;;98;69385;4.821086641548255;45.75836239604666
25001;Saint Cyr;3, Rue de St-Cyr;;Saint-Cyr-au-Mont-d'Or;;12;;saint cyr saint didier;True;;106;69191;4.819601868755274;45.799791427592815
10024;Maisons Neuves;Place des Maisons Neuves;Côté rue Jean Jaurès;Villeurbanne;24;23;;centre quartier, itinéraire cyclable;True;;108;69266;4.877413647677223;45.75596706557341
7061;Jaurès / Université;53, Rue de l'Université;;Lyon 7e Arrondissement;61;20;;Coeur de quartier, commerces;True;;109;69387;4.843249333746807;45.748537433196155
28001;Fontaines S/S - Quai JB Simon;Quai Jean Baptiste Simon;;Fontaines-sur-Saône;;20;; ;True;;110;69088;4.848779232683831;45.83246571834778
4022;Place de la Croix-Rousse;Place de la Croix-Rousse;A proximité de la Grande Rue;Lyon 4e Arrondissement;22;21;;Place de le Croix-Rousse, commerces, Métro;True;;111;69384;4.832553920754393;45.7760751391037
11002;Caluire - Saint-Clair;48 cours Aristide Briand;;Caluire-et-Cuire;2;20;;Commerces, centre de quartier;True;;112;69034;4.847842122293557;45.78547076445852
4007;Place Flammarion;Place Flammarion;côté Rue Philippe de Lassalle;Lyon 4e Arrondissement;7;18;;maillage;True;;113;69384;4.8203031984414535;45.779326451678
2022;Place Carnot;Place Carnot;angle rue Général Plessier;Lyon 2e Arrondissement;22;30;;Place Carnot;True;;115;69382;4.826890835486706;45.75122705219966
11003;Caluire / La Rochette;Place de la Rochette;;Caluire-et-Cuire;3;20;;;True;;200;69034;4.823597023963748;45.79167018262126
6033;Créqui / Lafayette;153, Rue de Créqui;Angle avec Cours Lafayette;Lyon 6e Arrondissement;;15;;Part-Dieu;True;;102;69386;4.847062000285458;45.76379601254368
7038;Place Stalingard;Place Stalingrad;Angle avec Grande Rue de la Guillotière;Lyon 7e Arrondissement;38;13;;maillage;True;;116;69387;4.852965505015779;45.74957888107084
10048;Place Marengo;54, Avenue Marc Sangnier;Angle Place Marengo;Villeurbanne;48;27;;coeur quartier, itinéraire cyclable;True;;118;69266;4.8759935561092;45.75914352306853
8060;Santy / Beauvisage;Face 9, Rue Pierre Verger;Angle Rue Maryse Bastié;Lyon 8e Arrondissement;60;17;;Maillage;True;;119;69388;4.874127532610512;45.73168331489136
27001;Collonges - Gare;2, Quai de la Libération;;Collonges-au-Mont-d'Or;;24;; ;True;;120;69063;4.846978507477477;45.830866328312354
3012;Place du Château;Place du Château;A côté de l'Eglise;Lyon 3e Arrondissement;12;25;;coeur de quartier;True;;121;69383;4.887285723219294;45.74951707886453
2020;Musée des Confluences;Pont Raymond Barre;Parvis du Musée des Confluences;Lyon 2e Arrondissement;20;20;;Musée des Confluences;True;;122;69382;4.818957771666686;45.73337250840419
5031;Ménival / Joliot Curie;Rue Joliot Curie;;Lyon 5e Arrondissement;31;20;;Maillage;True;;123;69385;4.78814888398559;45.75464051154392
2025;Mercière / Ferrandière;1, Rue Ferrandière;Angle Rue de Brest;Lyon 2e Arrondissement;25;10;;restaurants de la rue Mercière, commerces;True;;124;69382;4.833205955637977;45.7620553014955
9008;L'Ile Barbe;3, Quai Paul Sédallian;;Lyon 9e Arrondissement;8;16;;Mairie annexe, Ile Barbe, coeur quartier, Poste, commerces;True;;126;69389;4.829046353363459;45.79741219628871
6032;Préfecture / Sarrail;14, Quai Général Sarrail;angle rue Vauban;Lyon 6e Arrondissement;32;20;; ;True;;127;69386;4.841565471491024;45.76485827237058
5054;Champvert;192, Avenue Barthélémy Buyer;;Lyon 5e Arrondissement;54;18;;Centre social, marché;True;;129;69385;4.792714308107987;45.76389776744211
8035;Sans Souci;18, Rue Edouard Rochet;;Lyon 8e Arrondissement;35;20;;Métro D, Institut Lumière, Place des frères Lumière;True;;131;69388;4.865440400790833;45.74723429166505
10123;Saint Jean / Epi de Blé;19, Rue Saint Jean;;Villeurbanne;;12;;;True;Monté;133;69266;4.9023610707870136;45.77664227160574
2026;République / Paufique;22, Rue Louis Paufique;Angle rue de la République;Lyon 2e Arrondissement;26;28;;commerces;True;;135;69382;4.835399202281651;45.7593809563639
34001;Neuville - Quai Pasteur;5, Quai Pasteur;Angle Place Ampère;Neuville-sur-Saône;;20;; ;True;;138;69143;4.8386237264876;45.87660899132925
3069;Dauphiné / Saint-Maximin;10, rue du Dauphiné;;Lyon 3e Arrondissement;;30;;Lyon 3ème arrondissement;True;;139;69383;4.864650384121667;45.74994622885924
10004;Tonkin;Rue Salvador Allende;Angle avenue du Lys Orangé, au pied de la;Villeurbanne;4;10;;centre quartier, itinéraire cyclable;True;;140;69266;4.862620625520225;45.776229075533955
6037;Cité Internationale / Interpol;Allée Achille Lignon;Face 200, Quai Charles de Gaulle;Lyon 6e Arrondissement;37;27;;Interpol, habitations, parc;True;;130;69386;4.849355057530957;45.78227068981782
7039;Guillotière / Madeleine;106, Grande rue de la Guillotière;Angle Rue de la Madeleine;Lyon 7e Arrondissement;39;10;;maillage;True;;128;69387;4.848048230345324;45.75105654654361
3003;Part-Dieu / Deruelle;Boulevard Eugène Deruelle;Face rue Masséna, entrée centre commercial;Lyon 3e Arrondissement;3;30;;centre commercial;True;;125;69383;4.855076389116349;45.76300596259349
1032;Pizay;Face 22, Rue Pizay;;Lyon 1er Arrondissement;32;22;; ;True;;107;69381;4.836391685356332;45.76720041723765
3029;Place Aristide Briand;Face 303, Rue Duguesclin;Angle Gambetta;Lyon 3e Arrondissement;29;38;;itinéraires cyclables;True;;137;69383;4.850247427219973;45.75300435303951
10124;Salengro / Courteline;67, Avenue roger Salengro;;Villeurbanne;;13;;;True;;134;69266;4.876458790400085;45.77689770236397
7019;Croix Barret / Artillerie;5, Rue Croix-Barret;;Lyon 7e Arrondissement;;32;; ;True;;143;69387;4.8411520886055195;45.736790813856295
10060;Saint Exupéry;33, Avenue Antoine de Saint Exupéry;Face Rue Raymond Terracher;Villeurbanne;60;15;;Commerces, marché, centre de quartier;True;;144;69266;4.878749576462601;45.75885897106522
7041;Domer / Chevreul;Rue Domer;angle Rue Chevreuil;Lyon 7e Arrondissement;41;12;;MJC du 7e, itinéraire cyclable;True;;145;69387;4.8444434656856075;45.7466748285559
7035;Marseille / Université;8, Rue de l'Université;angle Rue de Marseille;Lyon 7e Arrondissement;35;40;;tram;True;;146;69387;4.839267120718329;45.75095495120147
8033;Berthelot / Cazeneuve;11 Rue Paul Cazeneuve;;Lyon 8e Arrondissement;;20;;cazeneuve_berthelot;True;;148;69388;4.865494312552787;45.73733371338859
6039;Garibaldi / Vauban;Face 99, Rue Bugeaud;Place Cardinal Jean Villot;Lyon 6e Arrondissement;;20;;Lyon 6ème arrondissement;True;;150;69386;4.852085981246816;45.76669219389977
1024;Rouville;Place Rouville;;Lyon 1er Arrondissement;24;17;;Lycée Diderot, clinique Saint Charles;True;;151;69381;4.8246123488634005;45.76966444231114
3005;Saxe / Gambetta;1, Place Victor Basch; ;Lyon 3e Arrondissement;5;26;;métro B D;True;;155;69383;4.848042426103684;45.75378586526095
6031;Lafayette / Corneille;64, Rue Pierre Corneille;angle Cours Lafayette;Lyon 6e Arrondissement;31;13;;maillage;True;;157;69386;4.843777340519189;45.763759478359226
8051;Hôpital Saint-Jean de Dieu;313, Route de Vienne;;Vénissieux;51;20;;Hôpital Saint Jean de Dieu, logement colllectif;True;;132;69259;4.854176443415111;45.72414205393608
10036;Stalingrad;123, Boulevard Stalingrad;angle rue Chaplin;Villeurbanne;36;21;;entreprises, itinéraires cyclables;True;;159;69266;4.859154585760839;45.774356828716854
5053;Saint-Just;Face 8, Rue de Trion;;Lyon 5e Arrondissement;53;18;;Coeur de quartier, commerces, jardin public, lycée;True;;163;69385;4.818906448291973;45.75596664226247
10111;Charles Hernu;110, Cours Vitton;;Lyon 6e Arrondissement;46;20;;Métro, Tram;True;;164;69386;4.862002498921168;45.77031052814655
1031;Place de la Paix;Place de la Paix;En face de la poste;Lyon 1er Arrondissement;31;20;;Opéra, métro A, mairie centrale;True;;165;69381;4.831741251718418;45.768023612672
4002;Mairie du 4e;133, Boulevard de la Croix Rousse;devant la mairie du 4ème;Lyon 4e Arrondissement;2;20;;mairie;True;;166;69384;4.827765221864178;45.774200440717294
10073;Institut d'Art contemporain;21, Rue Docteur Dolard;Angle Rue du 4 Septembre 1797;Villeurbanne;73;25;;Nouveau Musée D'Art Contemporain;True;;168;69266;4.872465504963482;45.7614496449793
7005;Debourg;259t, Avenue Jean Jaurès;;Lyon 7e Arrondissement;5;20;;Métro B, ENS lettres, bibliothèque;True;;169;69387;4.833961794123208;45.731753554835215
3011;Part-Dieu / Cuirassiers;Rue des Cuirassiers;angle Rue Bouchut;Lyon 3e Arrondissement;10;59;;centre commercial, bibliothèque de la Part-Dieu;True;;170;69383;4.857573031414216;45.759897651252786
3006;Villette / St-Antoine;Face 1, Rue Saint Antoine;angle avec rue de la Villette;Lyon 3e Arrondissement;;23;;Lyon 3ème arrondissement;True;;171;69383;4.862286900087199;45.7628598509097
5015;Fulchiron;4, Quai Fulchiron;;Lyon 5e Arrondissement;15;19;;maillage;True;;172;69385;4.821661798351627;45.75200117696068
3138;Vivier Merle / Paul Bert Ouest;Face 65, Boulevard Vivier Merle;angle rue Paul Bert;Lyon 3e Arrondissement;138;19;;CAFAL;True;Monté;173;69383;4.858512237399373;45.75733931311515
7014;Marseille / Félissent;3, Rue Félissent;angle Rue de Marseille;Lyon 7e Arrondissement;14;30;;maillage;True;;154;69387;4.841415287461779;45.75298634352899
9042;Vaise Docks;Face 50, Rue des Docks;;Lyon 9e Arrondissement;42;19;;Complexe cinéma Pathé;True;Monté;158;69389;4.811476181120188;45.786557895292454
2030;République / Poulaillerie;20, Rue de la Poulaillerie;Angle Poulaillerie / République;Lyon 2e Arrondissement;30;32;;commerces, palais de la bourse;True;;161;69382;4.8356127348451565;45.764078281257845
2028;Sainte-Blandine;60, Cours Charlemagne;face station tram Ste Blandine;Lyon 2e Arrondissement;28;16;;tram;True;;153;69382;4.822142870439611;45.74442230143973
10038;Condorcet;Face 74, Boulevard du 11 Novembre 1918;Croisement Tram;Villeurbanne;38;23;;tram, itinéraire cyclable;True;;141;69266;4.866862900995372;45.77903057466618
10102;Doua / Gaston Berger;24, Avenue Gaston Berger;;Villeurbanne;102;30;;Tramway, itinéraires cyclabels, amphis;True;;147;69266;4.871207714608578;45.78098478165094
7024;Bancel / Chevreul;Rue Bancel;Rue Chevreul;Lyon 7e Arrondissement;24;21;;Itinéraire cyclable;True;;176;69387;4.840524571672516;45.74852028674798
7022;Jaurès / Lagrange;105, Avenue Jean Jaurès;;Lyon 7e Arrondissement;22;30;;Piste cyclable, commerces;True;;177;69387;4.841424444852924;45.74391432692689
9033;Gorge de Loup;49 bis Esplanade Lina Cretet ;Rue Sergent Michel Berthet;Lyon 9e Arrondissement;33;40;; Lycée professionnel;True;;178;69389;4.805627699519279;45.76736547853642
10118;Voyant / Chambord;92, Rue Voyant;;Villeurbanne;118;22;;Commerces, centre social;True;;182;69266;4.900599099512037;45.767191415027256
8025;Dumont / Jouvet;16, Rueue Santos Dumont;;Lyon 8e Arrondissement;25;17;;maillage;True;;183;69388;4.860887175144378;45.74444617982907
2013;Célestins;Face 2, Place des Célestins;Côté nord de la place, vers l'ascenseur;Lyon 2e Arrondissement;13;22;;théâtre;True;;184;69382;4.832071611386379;45.7599398326071
10015;Poudrette / Musset;112, Rue de la Poudrette;;Villeurbanne;;18;;;True;;185;69266;4.921141711792207;45.757882954088885
10061;République;103, cours Emile Zola ; ;Villeurbanne;61;17;;métro;True;;186;69266;4.8726157733046405;45.77084230811873
2017;République / Ferrandière;Face 30, Rue Ferrandière;Angle Rue de la République;Lyon 2e Arrondissement;17;25;;métro A, commerces;True;;187;69382;4.835970693686822;45.76217399703886
1016;Pêcherie;6, Rue de la Platière;Angle Quai de la Pêcherie;Lyon 1er Arrondissement;16;17;;bouquinistes;True;;188;69381;4.831178124644486;45.765954730052314
10075;Gabriel Péri;Rue Gabriel Péri;Angle cours André Philip;Villeurbanne;75;12;; ;True;;189;69266;4.865760645813551;45.772303350496884
3038;Vivier Merle / Paul Bert Est;65, Boulevard Vivier Merle;angle rue Paul Bert;Lyon 3e Arrondissement;38;20;;CAFAL;True;Monté;193;69383;4.858908367370051;45.757231415252484
3097;Augagneur / Fosse aux Ours;28, Quai Victor Augagneur;;Lyon 3e Arrondissement;97;40;;Commerces, quartier, point nodal (Guillotière, 7e,;True;;195;69383;4.840499137542491;45.75719970234391
3066;Kimmerling - Faure;139, Avenue Félix Faure;;Lyon 3e Arrondissement;66;19;;Bureaux, habitat, collège;True;;199;69383;4.863464101960399;45.75430081007711
6008;Place Jules Ferry;17, Rue des Emeraudes;Place Jules Ferry;Lyon 6e Arrondissement;8;20;;Métro, parking, place, restaurants;True;;196;69386;4.859070556738344;45.7684122613938
12005;Place Boissier;7, Place Boissier;;Vaulx-en-Velin;;20;;;True;;181;69256;4.926872984219631;45.78626834360841
10089;Colin / Perroncel;22, Rue colin;;Villeurbanne;89;15;;Commerces, Itinéraire Cyclable;True;;201;69266;4.8740523266943345;45.77449846469076
8030;Laënnec;Rue Nungesser et Coli;25, Rue Laënnec;Lyon 8e Arrondissement;30;16;;fac, tram;True;;202;69388;4.879723163759173;45.74134872300852
10055;Condorcet / Galline;Face 16, Avenue Galline;Angle avenue de Condorcet;Villeurbanne;55;15;;maillage (habitat dense);True;;205;69266;4.86708711115082;45.77639544847652
5030;Charcot / Résidence universitaire;Face 30, Rue Cdt Charcot;Angle Fort St Irénée/rue Cdt Charcot;Lyon 5e Arrondissement;30;32;;Résidence universitaire, marché;True;;207;69385;4.807785054151946;45.75503108866266
3007;Place d'Arsonval;Place d'Arsonval;A côté du stand de fleurs;Lyon 3e Arrondissement;7;32;;hôpital Herriot, métro D, tram, fac de pharmacie;True;;208;69383;4.878920616442839;45.74341567680107
2039;Charité / Récamier;86, Rue de la Charité;;Lyon 2e Arrondissement;39;17;;Lycée, tramway, commerces;True;;209;69382;4.829844125752032;45.749253395508795
8001;Université Lyon III;1, Rue du Professeur Rollet;Devant entrée principale université Lyon 3;Lyon 8e Arrondissement;1;36;;Université Lyon 3;True;;175;69388;4.861541779364256;45.74853956627726
7053;Jaurès / Thibaudière;Face 27, Rue de la Thibaudière;Angle Avenue Jean Jaurès;Lyon 7e Arrondissement;53;28;;Maillage;True;;206;69387;4.845048253499639;45.750344797591346
3008;Institut Lumière;Cours Albert Thomas;;Lyon 3e Arrondissement;8;18;;Métro, coeur quartier, institut Lumière, marché;True;;198;69383;4.870638710650287;45.74583323374609
5040;Place Benoit Crépu;127, Quai Fulchiron;;Lyon 5e Arrondissement;40;20;;Vieux Lyon, Parking;True;;190;69385;4.826105451692288;45.75784167965563
6041;Cité Internationale - Tête d'Or Nord;Allée Achille Lignon;;Lyon 6e Arrondissement;41;22;;Parc, Amphithéâtre;True;;179;69386;4.859758362412491;45.78457290578509
10005;11 novembre;1, Boulevard du 11 Novembre 1918;Entrée parc;Villeurbanne;5;35;;Parc Tête d'Or, itinéraire cyclable;True;;191;69266;4.860008593899982;45.779693707850846
2042;Joffre / Vaubecour;43, Rue Vaubecour;;Lyon 2e Arrondissement;42;20;;Centre-ville, entrée zone 30;True;;180;69382;4.82475558921832;45.75186933643942
6021;Garibaldi;46, Rue Garibaldi;angle rue Crillon;Lyon 6e Arrondissement;21;11;;commerces (ATAC);True;;211;69386;4.849935729364381;45.7706974838637
7015;Techsud;Face 2, Rue Professeur Jean Bernard;angle du Boulevard Chambaud de la Bruyère;Lyon 7e Arrondissement;66;12;;;True;;212;69387;4.8426881110123965;45.72279362231216
5036;La Salette;104, Rue Commandant Charcot;;Lyon 5e Arrondissement;32;15;;Habitations, commerces;True;;213;69385;4.795531093165858;45.7496172708063
16005;Vénissieux - Gare;122b Avenue Jules Guesde;;Vénissieux;;25;;Vénissieux;True;;214;69259;4.88702481170959;45.708533972113074
